city_id,city_name,name,booking_link,score,lat,lon,descr
7,Amiens,WHITE HOUSE DHAVERNAS,https://www.booking.com/hotel/fr/white-house-dhavernas.fr.html,8.7,49.88146960,2.29987140,"Situé à Amiens, en Picardie, à proximité de la gare et du musée Berny, le WHITE HOUSE DHAVERNAS propose des hébergements avec connexion Wi-Fi et parking privé gratuits.
Revêtus de parquet, les logements comprennent un coin repas, une télévision par câble à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Un four, un lave-vaisselle, un micro-ondes et une bouilloire sont également fournis.
Un petit-déjeuner continental et à la carte est servi tous les matins sur place.
Le WHITE HOUSE DHAVERNAS possède une terrasse.
Vous séjournerez à 3,6 km du Zénith d'Amiens et à 2,2 km du parc des jardins flottants. L'aéroport le plus proche, celui de Beauvais-Tillé, est situé à 64 km. Un service de navette aéroport est assuré gratuitement. 
"
9,Strasbourg,Carpe Diem Home - Au pied de la Cathédrale,https://www.booking.com/hotel/fr/carpe-diem-home.fr.html,9.5,48.58207700,7.74916100,"Proposant des hébergements avec une cuisine, le Carpe Diem Home est installé à 1 minute à pied de la cathédrale de Strasbourg et à 700 mètres du quartier de la Petite France. Vous profiterez d’une connexion Wi-Fi gratuite.
Situés à un étage supérieur et accessibles par des escaliers, tous les logements possèdent un lave-vaisselle, un four, une machine à café, un micro-ondes et une bouilloire.
Vous rejoindrez le Parlement européen en 15 minutes de route, le musée alsacien à 450 mètres et l’aéroport international de Strasbourg-Entzheim à 12 km. 
"
6,Paris,Citadines Saint-Germain-des-Prés Paris,https://www.booking.com/hotel/fr/citadines-aparthotel-saint-germain-des-pres.fr.html,8.1,48.85492633,2.34115541,"Le Citadines Saint-Germain-des-Prés Paris bénéficie d'un emplacement en centre-ville à 300 mètres de la station de métro Saint-Michel. Situé à 10 minutes à pied de la cathédrale Notre-Dame, il dispose d'une salle de sport et d'une connexion Wi-Fi gratuite.
Tous les studios et les appartements de la résidence sont climatisés et accessibles par un ascenseur. Ils comprennent une télévision par satellite ainsi qu'une salle de bains privative pourvue d'une baignoire et d'un sèche-cheveux. Le linge de lit est également fourni sur place.
L'établissement sert chaque jour un petit-déjeuner continental disponible moyennant un supplément. Chaque appartement ou studio comporte une kitchenette équipée d'un four micro-ondes, d'un réfrigérateur et d'un grille-pain. Vous trouverez par ailleurs plusieurs cafés et restaurants à moins de 300 mètres de l'établissement.
Le Citadines Saint-Germain-des-Prés Paris se situe à 600 mètres du musée du Louvre, ainsi qu'à 15 minutes de marche des jardins du Luxembourg et du Panthéon. La résidence possède un parking. 
"
3,Bayeux,LOGIS DU GRAND PIN,https://www.booking.com/hotel/fr/logis-du-grand-pin.fr.html,9.5,49.25200360,-0.66984770,"Offrant une vue sur le jardin, le LOGIS DU GRAND PIN est situé à Bayeux, à 4,1 km du musée de la Tapisserie de Bayeux. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé.
Tous les logements comprennent un coin salon, une télévision à écran plat, un lave-linge ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Un micro-ondes, un réfrigérateur, un four, une bouilloire et une machine à café sont également fournis.
Vous pourrez profiter d'un jacuzzi et d'un sauna.
Vous pourrez également vous détendre dans le jardin.
Le LOGIS DU GRAND PIN se trouve à 5,7 km du musée Baron Gérard et à 5,9 km de la cathédrale Notre-Dame de Bayeux. L'aéroport de Caen-Carpiquet, le plus proche, est implanté à 24 km. 
"
8,Lille,Novotel Lille Centre Gares,https://www.booking.com/hotel/fr/novotel-lille-centre-gares.fr.html,8.0,50.63444099,3.07335824,"Situé à seulement 300 mètres de la gare de Lille Flandres, l'hôtel 4 étoiles Novotel Lille Centre Gares se trouve à 5 minutes de marche du centre de Lille, du palais des Congrès et du Zénith.
Les chambres, insonorisées et spacieuses, sont dotées d'équipements modernes, notamment d'une télévision à écran plat. Elles sont également climatisées.
Vous pourrez déguster une cuisine française traditionnelle au café et bar Novotel. Pour votre confort, le café est ouvert 24h/24 et sert des collations légères sur la terrasse.
Vous bénéficierez également sur place d'une salle de sport bien équipée. Le personnel multilingue du Novotel Lille Centre Gares vous propose toute une gamme de services professionnels 24h/24.
Le Grand Palais vous attend à 650 mètres, tandis que le centre de conventions Nouveau Siècle est à moins de 15 minutes à pied.
Deux enfants âgés de 16 ans maximum peuvent séjourner gratuitement dans la chambre de leurs parents. 
"
4,Le Havre,"Les Gîtes du Monde , Appartements 2 chambres- 4 lits simples modulables en lits doubles",https://www.booking.com/hotel/fr/les-gites-du-monde-au-havre.fr.html,8.3,49.49962464,0.13108090,"Situé au Havre, l'établissement Les Gites du Monde, Appartements une ou deux chambres propose des appartements indépendants à la décoration inspirée de différentes villes. Il se trouve à seulement 1,5 km de la gare du Havre.
Tous les appartements comprennent une ou 2 chambres et un salon. Ils disposent d'une télévision à écran plat, d'un lecteur DVD et d'une salle de bains privative. Une connexion Wi-Fi est disponible gratuitement.
Les appartement sont dotés d'une cuisine équipée de plaques de cuisson, d'un four et d'un réfrigérateur pour vous permettre de préparer vos repas. Vous pourrez également profiter d'un grille-pain, d'un four micro-ondes et d'un lave-vaisselle. Un panier de petit-déjeuner composé de thé, de café, de jus de fruits et de pain peut être préparé sur demande.
La plage du Havre est située à 2,9 km, et vous trouverez un parking public à moins de 300 mètres de l'établissement. 
"
4,Le Havre,"Appartement Rénové, 100 m de la gare, 83 m2, 5 Pers, Confortable et Lumineux",https://www.booking.com/hotel/fr/appartement-renove-100-m-de-la-gare-83-m2-5-pers-confortable-et-lumineux.fr.html,8.7,49.49236440,0.12260790,"Situé au Havre, à 2,3 km de la plage du Havre, à 1,4 km du Volcan et à 1,3 km de l'église Saint-Michel, l'Appartement Rénové, 100 mètres de la gare, 83 m2, 5 Pers, Confortable et Lumineux propose un hébergement avec un balcon et une connexion Wi-Fi gratuite. Cet appartement se trouve à 23 km du musée d'ethnographie et d'art populaire normand et du vieux port de Honfleur.
Cet appartement comprend 2 chambres, une cuisine équipée d'un réfrigérateur et d'un four, une télévision à écran plat, un coin salon et une salle de bains pourvue d'une baignoire. Les serviettes et le linge de lit sont fournis.
Vous séjournerez à 1,2 km de l'appartement témoin Perret et à 1,9 km de l'église Saint-Joseph. L'aéroport de Deauville-Normandie, le plus proche, est implanté à 37 km. 
"
4,Le Havre,Le Petit Vatel,https://www.booking.com/hotel/fr/petitvatel.fr.html,7.1,49.49111700,0.10451764,"Le Petit Vatel se situe dans l'espace Perret, à 500 mètres de la mairie du Havre et à 1 km de la gare ainsi que de l'embarcadère des ferries. La connexion Wi-Fi est gratuite.
Toutes les chambres du Petit Vatel disposent d'une baignoire ou d'une douche privatives ainsi que d'une télévision par câble et satellite.
Le petit-déjeuner buffet se compose d'une sélection de viennoiseries françaises, de fruits, ainsi que de boissons chaudes et froides. Des plateaux repas peuvent être préparés sur demande.
Le Havre se trouve au cœur de la côte normande, à 2 heures de Paris en train ou en voiture. Reconstruit par Auguste Perret après les bombardements de septembre 1944, le centre-ville du Havre est désormais classé au patrimoine mondial de l'UNESCO. Cet établissement vous place à 24 km de Honfleur et à 44 km de Deauville. 
"
35,La Rochelle,Hôtel Le Yachtman,https://www.booking.com/hotel/fr/le-yachtman.fr.html,8.2,46.15728365,-1.14996761,"Situé à La Rochelle, l'Hôtel Le Yachtman possède une piscine chauffée et une terrasse avec vue sur le port. Il propose des hébergements avec salle de bains privative à seulement 500 mètres de la gare.
Les chambres du Yachtman comprennent toutes une télévision à écran plat et certaines possèdent un coin salon. Vous bénéficierez d'une connexion Wi-Fi gratuite sur place.
Vous pourrez prendre un verre au bar tout en lisant les journaux fournis par Le Yachtman. Un petit-déjeuner buffet composé de salade de fruits, de miel et de jus d'orange est servi chaque matin dans la salle à manger, qui offre une vue sur le vieux port.
L'Hôtel Le Yachtman est proche de l'aquarium, des tours de La Rochelle et du centre-ville médiéval. Un parking privé payant est disponible à proximité. 
"
33,Biarritz,Villa Julie,https://www.booking.com/hotel/fr/villa-julie-biarritz.fr.html,9.2,43.47216681,-1.55815288,"Située à Biarritz, à 1,3 km de la plage de la Côte des Basques et à 1,8 km de la Grande Plage, la Villa Julie propose une connexion Wi-Fi gratuite et la climatisation. Offrant une vue sur la mer, il se trouve à 1,9 km de la plage de Marbella et de la gare de Biarritz-La Négresse.
Cet appartement comprend 2 chambres, une salle de bains, du linge de lit, des serviettes, une télévision à écran plat, un coin repas, une cuisine entièrement équipée et une terrasse avec vue sur le jardin.
Vous séjournerez à 15 km de la gare de Saint-Jean-de-Luz et à 16 km de l'église Saint-Jean-Baptiste. L'aéroport de Biarritz, le plus proche, est implanté à 4 km. 
"
27,Saintes Maries de la mer,Hôtel Le Neptune en Camargue,https://www.booking.com/hotel/fr/le-neptune-en-camargue.fr.html,7.8,43.45212700,4.42534700,"Situé à 400 mètres de la plage d'Arenas, l'Hôtel Le Neptune en Camargue propose un hébergement 3 étoiles aux Saintes-Maries-de-la-Mer et dispose d'une terrasse. Doté d'un jardin, cet hôtel 3 étoiles propose des chambres climatisées avec connexion Wi-Fi gratuite et salle de bains privative. Un parking privé est disponible sur place.
Les chambres comprennent un bureau et une armoire. Certaines offrent une vue sur la ville. Les chambres sont équipées d'une télévision à écran plat et d'articles de toilette gratuits.
L'Hôtel Le Neptune en Camargue se trouve à 500 mètres de la plage d'Amphora et de celle de Crin Blanc. L'aéroport de Nîmes-Garons, le plus proche, est implanté à 41 km. 
"
35,La Rochelle,La Rochelle sur L'eau,https://www.booking.com/hotel/fr/aqua-domum.fr.html,9.3,46.14667561,-1.16817349,"Situé à La Rochelle, en Poitou-Charentes, à proximité des Minimes et du port de plaisance des Minimes, l'établissement La Rochelle sur L'eau propose des hébergements avec connexion Wi-Fi et parking privé gratuits.
Offrant une vue sur la mer, ce bateau comprend une terrasse, un coin salon, une télévision à écran plat, une cuisine entièrement équipée avec un réfrigérateur et des plaques de cuisson ainsi qu'une salle de bains privative pourvue d'une douche et d'articles de toilette gratuits. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires.
Un service de location de vélos est assuré sur place pour vous permettre de partir à la découverte des environs.
Vous séjournerez à 2,5 km de la plage du Roux et à 2,6 km de l'Espace Encan. L'aéroport le plus proche, celui de La Rochelle-Île de Ré, est situé à 10 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires. 
"
33,Biarritz,Résidence Prestige Odalys Les Villas Milady,https://www.booking.com/hotel/fr/villas-prestige-domaine-milady.fr.html,8.2,43.46302200,-1.57268200,"Située à moins de 2,4 km du rocher de la Vierge à Biarritz, la Résidence Prestige Odalys Les Villas Milady vous propose un hébergement indépendant avec connexion Wi-Fi gratuite, coin salon et télévision.
Dotés d'une terrasse, les logements comprennent tous une cuisine équipée d'un lave-vaisselle et une salle de bains privative.
La Cité de l'Océan se trouve à 70 mètres de la Résidence Prestige Odalys Les Villas Milady, tandis que l'aéroport de Biarritz-Pays basque est à 4 km. 
"
33,Biarritz,Hotel Edouard VII,https://www.booking.com/hotel/fr/edouard-vii.fr.html,8.8,43.47920322,-1.56221509,"Situé à 5 minutes à pied des plages de Biarritz, l'Hôtel Edouard VII occupe une résidence du XIXe siècle, alliant charme d'antan et confort d'aujourd'hui.
Cette résidence unique en son genre présente un riche passé constitué au gré de la vie de ses anciens occupants. Jadis la maison du maire, elle accueillit également Napoléon III qui la fréquenta pour y recevoir des soins médicaux lors de ses visites dans la région.
Les chambres spacieuses affichent une décoration raffinée et élégante. Toutes sont climatisées, insonorisées et équipées d'une salle de bains privative, d'une télévision à écran plat ainsi que d'une connexion Wi-Fi gratuite.
Le quartier de l’Hôtel Edouard VII regorge de sites d’intérêt. En plus de la magnifique côte et de ses plages, vous trouverez des restaurants, des magasins, des musées et des casinos. Vous pourrez rejoindre Saint-Sébastien en seulement 45 minutes en voiture. 
"
28,Collioure,La Casa Machado 2,https://www.booking.com/hotel/fr/la-casa-machado-2.fr.html,9.3,42.52615566,3.08223283,"Doté d'une terrasse, l'établissement La Casa Machado 2 est situé à Collioure, à 300 mètres de la plage de Boramar, à 500 mètres de celle du Nord et de celle de Port Avall. Il se trouve à 3,2 km du casino de Collioure et à 23 km du parcours de golf de Saint-Cyprien.
Cet appartement climatisé comprend 2 chambres, une télévision à écran plat et une cuisine.
Vous séjournerez à 200 mètres du château royal de Collioure et à 33 km du stade Gilbert Brutus. L'aéroport de Perpignan-Rivesaltes, le plus proche, est implanté à 42 km. 
"
1,Mont Saint Michel,Hôtel Vert,https://www.booking.com/hotel/fr/vert.fr.html,8.0,48.61470049,-1.50961697,"Situé à 2 km du Mont-Saint-Michel, sur la côte normande, l'Hôtel Vert propose des chambres décorées dans des tons pastel dotées d'une salle de bains privative, d'une télévision ainsi que d'une connexion Wi-Fi gratuite.
Vous pourrez savourer une cuisine régionale au restaurant La Rôtisserie. Le bar L'Équinoxe s'ouvre sur une terrasse privée.
Le Vert Hotel possède également une réception ouverte 24h/24, un parking privé, un supermarché sur place et une boutique de souvenirs. 
"
29,Carcassonne,Hotel De La Bastide,https://www.booking.com/hotel/fr/de-la-bastide.fr.html,8.0,43.21567760,2.34974384,"L'hôtel De La Bastide est un hôtel à la gestion familiale situé dans le centre de Carcassonne, à 5 minutes à pied de la gare et à 25 minutes de marche de la cité médiévale. Vous aurez la possibilité de vous garer gratuitement dans un parking public à 50 mètres.
Desservies par un ascenseur, les chambres comprennent la climatisation, une télévision à écran LCD et une connexion Wi-Fi gratuite.
Toutes les chambres et les parties communes de l'établissement sont non-fumeurs.
Enfin, une navette aéroport s'arrête à seulement 150 mètres de l'hôtel De La Bastide. 
"
29,Carcassonne,A l'ombre des remparts,https://www.booking.com/hotel/fr/a-l-39-ombre-des-remparts.fr.html,9.3,43.20912520,2.36197730,"Situé à Carcassonne, à 18 km du château de Lastours et à 1 km de la Maison des Mémoires, l'établissement A l'ombre des remparts propose des hébergements avec une connexion Wi-Fi gratuite, la climatisation, un service de prêt de vélos et une terrasse.
Offrant une vue sur la ville, l'appartement dispose d'une terrasse, d'un coin salon, d'une télévision par satellite à écran plat, d'une cuisine entièrement équipée avec réfrigérateur et lave-vaisselle ainsi que d'une salle de bains privative avec douche et articles de toilette gratuits. Un micro-ondes, des plaques de cuisson, un grille-pain, une machine à café et une bouilloire sont également fournis.
Vous pourrez pratiquer la randonnée, la planche à voile et la pêche dans les environs.
La cathédrale de Carcassonne se trouve à 1 km. L'aéroport de Carcassonne, le plus proche, est à 5 km. 
"
29,Carcassonne,ibis Carcassonne Centre - La Cité,https://www.booking.com/hotel/fr/ibis-carcassonne-centre.fr.html,7.2,43.21157055,2.35732913,"L'ibis Carcassonne Centre bénéficie d'un emplacement idéal à 1 km de la gare de Carcassonne et à seulement 800 mètres du cœur médiéval de la ville. Il dispose d'une réception ouverte 24h/24 et propose des hébergements climatisés dotés d'une connexion Wi-Fi gratuite.
Chaque chambre comprend une télévision par satellite à écran plat et un bureau. Leur salle de bains privative est pourvue d'un sèche-cheveux et d'articles de toilette.
Tous les matins, l'établissement sert un petit-déjeuner buffet composé de plats sucrés et salés, tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries préparées sur place et des madeleines fraîches sont également proposées, ainsi qu'une boisson chaude et un fruit à emporter. Vous pourrez profiter d'un repas plus léger en dehors des horaires de petit-déjeuner habituels, à partir de 4h00. L’hôtel comporte par ailleurs un snack-bar ouvert toute la journée.
Une partie du Canal du Midi datant du XVIIe siècle se trouve à 500 mètres de l'hôtel. Le théâtre Jean Alary, le musée des Beaux-Arts et le château comtal sont accessibles en 10 minutes de marche. Enfin, la zone industrielle de Pont-Rouge est à 10 minutes de route de l'ibis Carcassonne Centre, tandis que l'aéroport de Carcassonne-Salvaza est accessible en 13 minutes en voiture. 
"
29,Carcassonne,Adonis Carcassonne,https://www.booking.com/hotel/fr/adonis-la-barbacane.fr.html,7.5,43.20478378,2.36022029,"L'Adonis Carcassonne vous accueille au pied du centre historique de Carcassonne, à seulement 350 mètres de la ville médiévale. Vous bénéficierez d'une connexion Wi-Fi gratuite. L'aéroport de Carcassonne se trouve à 10 minutes en voiture.
Tous les appartements et les studios de l'Adonis Carcassonne comprennent la climatisation, une télévision par satellite à écran LCD, un coffre-fort privé et une kitchenette avec des plaques chauffantes.
Lors de votre séjour, vous pourrez déguster un petit-déjeuner buffet dans la salle à manger ou sur la terrasse.
Sur place, vous disposerez d'un parking privé et d'un service de location de vélos pour visiter les châteaux cathares. Enfin, la basilique Saint-Nazaire se trouve à 5 minutes de route de l'Adonis Carcassonne. 
"
29,Carcassonne,Domaine Fontgrande Gîte,https://www.booking.com/hotel/fr/fontgrande.fr.html,9.5,43.20405426,2.36475760,"La maison de vacances individuelle Fontgrande est située à Carcassonne, en Languedoc-Roussillon. Elle offre une vue sur la cité médiévale de Carcassonne, accessible à 150 mètres. Le parking privé sur place est gratuit.
Cette maison de 4 chambres dispose d'une cuisine entièrement équipée, d'un coin salon et d'une télévision à écran plat. Elle comprend également un jardin, une terrasse meublée et un barbecue.
Vous séjournerez à 1,5 km du centre de Carcassonne, à 43 km de Castelnaudary, à 65 km de Revel et à 6,5 km de l'aéroport de Carcassonne. 
"
